mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01470651626586914,0.0034778467876657756,0.0043182849884033205,0.0020280377897512335,0.1,l2,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.8749076127124907,0.8784240150093808,0.8930041152263375,0.8810325476992144,0.9047886270108493,0.8864313835316546,0.01101137469142231,1
0.016321182250976562,0.007012964526002255,0.003267383575439453,0.0003416061068566251,1.0,l2,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8684405025868441,0.875797373358349,0.8945005611672279,0.8791619902731014,0.9087167976056865,0.8853234449982418,0.014458296698298869,2
0.009470987319946288,0.00274411547443576,0.002848529815673828,0.0001593404430383053,10.0,l2,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.8671470805617146,0.8726078799249531,0.8937523381967826,0.8789749345304901,0.9090909090909091,0.8843146284609699,0.015252668227827604,3
