mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.053591442108154294,0.010211876994599753,0.004623508453369141,0.0012408573373665283,0.1,l2,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.8749076127124907,0.8784240150093808,0.8930041152263375,0.8810325476992144,0.9047886270108493,0.8864313835316546,0.01101137469142231,1
0.05240936279296875,0.017612877826129282,0.005002117156982422,0.0017892010944375188,1.0,l2,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8684405025868441,0.875797373358349,0.8945005611672279,0.8791619902731014,0.9087167976056865,0.8853234449982418,0.014458296698298869,2
0.008630752563476562,0.0010052391519804439,0.002784252166748047,0.00023630223346065638,10.0,l2,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.8671470805617146,0.8726078799249531,0.8937523381967826,0.8789749345304901,0.9090909090909091,0.8843146284609699,0.015252668227827604,3
